subject_ID,participant_ID,age,gender,REC,LDI
18522.0,2541.0,24.0,Female,0.90625,0.09375
22261.0,134.0,24.0,Female,0.8278769841269841,0.890625
17349.0,231.0,13.0,Female,0.5446428571428572,0.16939484126984128
24171.0,8193.0,15.0,Female,0.8125,0.7311507936507936
23130.0,8344.0,19.0,Female,0.8571428571428571,0.609375
25315.0,8557.0,19.0,Male,0.5,0.28125
17821.0,2613.0,13.0,Male,0.7336309523809523,0.2787698412698413
24185.0,8123.0,22.0,Male,0.296875,0.06754032258064513
25329.0,8735.0,23.0,Male,0.21875,-0.11929563492063494
25314.0,8564.0,24.0,Female,0.921875,0.6510416666666666
17963.0,6630.0,17.0,Male,0.43548387096774194,0.3001057641459545
18393.0,4448.0,13.0,Female,0.953125,0.667906746031746
18528.0,4029.0,25.0,Female,0.59375,0.609375
24957.0,8642.0,24.0,Female,0.921875,0.3333333333333333
20829.0,7422.0,16.0,Male,0.8586309523809523,0.6393849206349207
18451.0,6034.0,16.0,Female,0.9208829365079365,0.5
24815.0,6523.0,14.0,Female,0.8810062182023741,0.1879866518353726
21767.0,5624.0,22.0,Female,0.90625,0.125
22394.0,8305.0,19.0,Female,0.96875,0.18601190476190477
22508.0,6235.0,21.0,Female,0.8125,0.421875
18000.0,6464.0,24.0,Female,0.796875,0.7475198412698413
24963.0,8657.0,25.0,Male,0.796875,0.703125
18176.0,229.0,13.0,Female,0.921875,0.234375
22165.0,7518.0,19.0,Male,0.7780257936507936,0.1875
17544.0,837.0,25.0,Male,0.78125,0.421875
31032.0,8977.0,15.0,Male,0.90625,0.640625
18803.0,4890.0,24.0,Female,0.90625,0.5625
18447.0,2599.0,16.0,Female,0.53125,0.34375
17954.0,6703.0,14.0,Male,0.921875,0.390625
22194.0,3165.0,21.0,Female,0.6318484383000511,-0.015873015873015872
18502.0,4586.0,22.0,Female,0.8747519841269842,0.5307539682539683
18382.0,6519.0,14.0,Male,0.78125,0.6530257936507936
17510.0,3739.0,19.0,Female,0.921875,0.546875
24853.0,712.0,23.0,Female,0.96875,0.40625
22180.0,7105.0,20.0,Female,0.703125,0.5567956349206349
18860.0,6875.0,25.0,Female,0.875,0.328125
24962.0,8629.0,21.0,Male,0.8258928571428571,0.40625
18685.0,2653.0,21.0,Female,0.875,0.40625
17956.0,6253.0,15.0,Male,0.7624007936507936,0.4290674603174603
24603.0,7157.0,19.0,Female,0.75,0.7497519841269842
23118.0,8387.0,14.0,Male,0.7805059523809523,0.07514880952380953
17955.0,6642.0,15.0,Male,0.8125,0.46726190476190477
20888.0,7423.0,13.0,Other,0.43452380952380953,0.2710813492063492
25267.0,8675.0,23.0,Female,0.921875,0.5347782258064516
20866.0,7558.0,20.0,Female,0.96875,0.2544642857142857
22337.0,8148.0,12.0,Male,0.90625,0.05381944444444442
17942.0,6776.0,11.0,Female,0.6825396825396826,0.04340277777777779
,,20.0,Male,,
